Lahore,Pakistan|31.5546061,74.3571581,215.747665405|2016-01-01T00:00:00|Sunny|20.7076206402|1007.52152641|67
Lahore,Pakistan|31.5546061,74.3571581,215.747665405|2016-01-31T00:00:00|Sunny|21.1062310887|1007.48270811|67
Lahore,Pakistan|31.5546061,74.3571581,215.747665405|2016-03-01T00:00:00|Sunny|21.5048415371|1007.44388982|67
Lahore,Pakistan|31.5546061,74.3571581,215.747665405|2016-03-31T00:00:00|Sunny|21.9034519855|1007.40507152|67
Lahore,Pakistan|31.5546061,74.3571581,215.747665405|2016-04-30T00:00:00|Sunny|22.302062434|1007.36625323|68
Lahore,Pakistan|31.5546061,74.3571581,215.747665405|2016-05-30T00:00:00|Sunny|22.7006728824|1007.32743493|68
Lahore,Pakistan|31.5546061,74.3571581,215.747665405|2016-06-29T00:00:00|Sunny|23.0992833308|1007.28861664|68
Lahore,Pakistan|31.5546061,74.3571581,215.747665405|2016-07-29T00:00:00|Rain|23.4978937793|1007.24979834|68
Lahore,Pakistan|31.5546061,74.3571581,215.747665405|2016-08-28T00:00:00|Rain|23.8965042277|1007.21098005|68
Lahore,Pakistan|31.5546061,74.3571581,215.747665405|2016-09-27T00:00:00|Rain|24.2951146762|1007.17216175|69
Lahore,Pakistan|31.5546061,74.3571581,215.747665405|2016-10-27T00:00:00|Rain|24.6937251246|1007.13334346|69
Lahore,Pakistan|31.5546061,74.3571581,215.747665405|2016-11-26T00:00:00|Rain|25.092335573|1007.09452516|69
Lahore,Pakistan|31.5546061,74.3571581,215.747665405|2016-12-26T00:00:00|Rain|25.4909460215|1007.05570686|69
Dubai,UAE|25.2048493,55.2707828,1.99382126331|2016-01-01T00:00:00|Sunny|21.7467203816|1008.88145828|68
Dubai,UAE|25.2048493,55.2707828,1.99382126331|2016-01-31T00:00:00|Sunny|22.14533083|1008.84263998|69
Dubai,UAE|25.2048493,55.2707828,1.99382126331|2016-03-01T00:00:00|Sunny|22.5439412785|1008.80382169|69
Dubai,UAE|25.2048493,55.2707828,1.99382126331|2016-03-31T00:00:00|Sunny|22.9425517269|1008.76500339|69
Dubai,UAE|25.2048493,55.2707828,1.99382126331|2016-04-30T00:00:00|Sunny|23.3411621753|1008.72618509|69
Dubai,UAE|25.2048493,55.2707828,1.99382126331|2016-05-30T00:00:00|Sunny|23.7397726238|1008.6873668|70
Dubai,UAE|25.2048493,55.2707828,1.99382126331|2016-06-29T00:00:00|Sunny|24.1383830722|1008.6485485|70
Dubai,UAE|25.2048493,55.2707828,1.99382126331|2016-07-29T00:00:00|Rain|24.5369935206|1008.60973021|70
Dubai,UAE|25.2048493,55.2707828,1.99382126331|2016-08-28T00:00:00|Rain|24.9356039691|1008.57091191|70
Dubai,UAE|25.2048493,55.2707828,1.99382126331|2016-09-27T00:00:00|Rain|25.3342144175|1008.53209362|70
Dubai,UAE|25.2048493,55.2707828,1.99382126331|2016-10-27T00:00:00|Rain|25.7328248659|1008.49327532|71
Dubai,UAE|25.2048493,55.2707828,1.99382126331|2016-11-26T00:00:00|Rain|26.1314353144|1008.45445703|71
Dubai,UAE|25.2048493,55.2707828,1.99382126331|2016-12-26T00:00:00|Rain|26.5300457628|1008.41563873|71
Melbourn,Australia|-37.8136276,144.9630576,10.0668983459|2016-01-01T00:00:00|Sunny|30.3699016371|1004.38829983|75
Melbourn,Australia|-37.8136276,144.9630576,10.0668983459|2016-01-31T00:00:00|Sunny|30.7685120856|1004.34948154|75
Melbourn,Australia|-37.8136276,144.9630576,10.0668983459|2016-03-01T00:00:00|Sunny|31.167122534|1004.31066324|76
Melbourn,Australia|-37.8136276,144.9630576,10.0668983459|2016-03-31T00:00:00|Sunny|31.5657329824|1004.27184495|76
Melbourn,Australia|-37.8136276,144.9630576,10.0668983459|2016-04-30T00:00:00|Sunny|31.9643434309|1004.23302665|76
Melbourn,Australia|-37.8136276,144.9630576,10.0668983459|2016-05-30T00:00:00|Sunny|32.3629538793|1004.19420835|76
